name,billing_name,print_name,sku,category,brand,unit_price,pack_size,status,stock_qty,gst_rate,unit,team_id
"OI T HO-CHAMIMILE 25S TB","OI T HO-CHAMIMILE 25S TB","","","ORGANIC INDIA","ORGANIC INDIA",152.19,"PCS",outOfStock,0,5,pcs,MA
"OI T GINER TUMERIC 25S T","OI T GINER TUMERIC 25S T","","","ORGANIC INDIA","ORGANIC INDIA",197.52,"PCS",outOfStock,0,5,pcs,MA
"OI T PEPPERMIN 25S TB","OI T PEPPERMIN 25S TB","","","ORGANIC INDIA","ORGANIC INDIA",170,"PCS",outOfStock,0,5,pcs,MA
"OI T MORINGA HIBISCUS 25S","OI T MORINGA HIBISCUS 25S","","","ORGANIC INDIA","ORGANIC INDIA",198.33,"PCS",outOfStock,0,5,pcs,MA
"OI T SIMPLY CHAMOMILE 25S","OI T SIMPLY CHAMOMILE 25S","","","ORGANIC INDIA","ORGANIC INDIA",120.62,"PCS",outOfStock,0,5,pcs,MA
"OI T ORIGINAL 100G TIN","OI T ORIGINAL 100G TIN","","8287","ORGANIC INDIA","ORGANIC INDIA",259.05,"PCS",outOfStock,0,5,pcs,MA
"OI T GINGER 100G TIN","OI T GINGER 100G TIN","","8288","ORGANIC INDIA","ORGANIC INDIA",259.05,"PCS",outOfStock,0,5,pcs,MA
"OI T TEA CLASSIC 100G TI","OI T TEA CLASSIC 100G TI","","","ORGANIC INDIA","ORGANIC INDIA",202.38,"PCS",outOfStock,0,5,pcs,MA
"OI T MASALA CHAI 100G TI","OI T MASALA CHAI 100G TI","","","ORGANIC INDIA","ORGANIC INDIA",214.52,"PCS",outOfStock,0,5,pcs,MA
"OI T KASHMIRI KAHWA 100G","OI T KASHMIRI KAHWA 100G","","","ORGANIC INDIA","ORGANIC INDIA",388.57,"PCS",outOfStock,0,5,pcs,MA
"OI T GINGER 100G ZIPPER","OI T GINGER 100G ZIPPER","","","ORGANIC INDIA","ORGANIC INDIA",145.71,"PC",outOfStock,0,5,pcs,MA
"OI QUINOA 500G","OI QUINOA 500G","","","ORGANIC INDIA","ORGANIC INDIA",224.76,"PCS",outOfStock,0,5,pcs,MA
"OI COCONUT OIL VIRGIN 500","OI COCONUT OIL VIRGIN 500","","","ORGANIC INDIA","ORGANIC INDIA",608.76,"500ML",outOfStock,0,5,pcs,MA
"OI GHEE 500ML","OI GHEE 500ML","","","ORGANIC INDIA","ORGANIC INDIA",639.24,"500ML",outOfStock,0,5,pcs,MA
"OI HONEY-MULTI FLORA 250G","OI HONEY-MULTI FLORA 250G","","8298","ORGANIC INDIA","ORGANIC INDIA",179.04,"PCS",outOfStock,0,5,pcs,MA
"OI MORINGA POWDER 100G","OI MORINGA POWDER 100G","","8300","ORGANIC INDIA","ORGANIC INDIA",170,"PCS",outOfStock,0,5,pcs,MA
"OI PSYLLIUM WHOLE HUSK 10","OI PSYLLIUM WHOLE HUSK 10","","","ORGANIC INDIA","ORGANIC INDIA",210.47,"PCS",outOfStock,0,5,pcs,MA
"OI TRIPHALA POWDER 100G C","OI TRIPHALA POWDER 100G C","","","ORGANIC INDIA","ORGANIC INDIA",194.29,"PCS",outOfStock,0,5,pcs,MA
"OI WHEAT GRASS 100G CAN","OI WHEAT GRASS 100G CAN","","","ORGANIC INDIA","ORGANIC INDIA",344.04,"PCS",outOfStock,0,5,pcs,MA
"OI APPLE CIDER VINEGAR 50","OI APPLE CIDER VINEGAR 50","","8305","ORGANIC INDIA","ORGANIC INDIA",403.38,"500ML",outOfStock,0,18,pcs,MA
"OI JAGGERY POWDER 500G","OI JAGGERY POWDER 500G","","","ORGANIC INDIA","ORGANIC INDIA",73.9,"500G",outOfStock,0,5,pcs,MA
"OI T DETOX KAHWA 25S","OI T DETOX KAHWA 25S","","","ORGANIC INDIA","ORGANIC INDIA",182.14,"PCS",outOfStock,0,5,pcs,MA
"OI ARJUNA 60CAP","OI ARJUNA 60CAP","","","ORGANIC INDIA","ORGANIC INDIA",190.48,"PCS",outOfStock,0,5,pcs,MA
"OI T SWEET LEMON 25S","OI T SWEET LEMON 25S","","8259","ORGANIC INDIA","ORGANIC INDIA",157.05,"PCS",outOfStock,0,5,pcs,MA
"OI STEVIA SACHET 100PCS","OI STEVIA SACHET 100PCS","","8307","ORGANIC INDIA","ORGANIC INDIA",311.67,"PCS",outOfStock,0,5,pcs,MA
"OI T TEA CLASSIC 25S TB","OI T TEA CLASSIC 25S TB","","","ORGANIC INDIA","ORGANIC INDIA",174.05,"PCS",outOfStock,0,5,pcs,MA
"OI T TEA CLASSIC 100G ZI","OI T TEA CLASSIC 100G ZI","","","ORGANIC INDIA","ORGANIC INDIA",214.52,"PCS",outOfStock,0,5,pcs,MA
"OI STEVIA JAR 75G","OI STEVIA JAR 75G","","8314","ORGANIC INDIA","ORGANIC INDIA",182.14,"PCS",outOfStock,0,5,pcs,MA
"OI HONEY-MULTI FLORA 500G","OI HONEY-MULTI FLORA 500G","","8299","ORGANIC INDIA","ORGANIC INDIA",342.86,"PCS",outOfStock,0,5,pcs,MA
"OI STEVIA SACHET 25PCS","OI STEVIA SACHET 25PCS","","8306","ORGANIC INDIA","ORGANIC INDIA",79.33,"PCS",outOfStock,0,5,pcs,MA
"OI CHYAWANPRASH 500GM","OI CHYAWANPRASH 500GM","","8304","ORGANIC INDIA","ORGANIC INDIA",415.24,"PCS",outOfStock,0,5,pcs,MA
"SD C IMLI BOOTA 200GM","SD C IMLI BOOTA 200GM","","","SHADANI","SHADANI",90.67,"200GM",outOfStock,0,5,pcs,MA
"SD C MIX TWIST 215GM","SD C MIX TWIST 215GM","","","SHADANI","SHADANI",110,"215GM",outOfStock,0,5,pcs,MA
"SD C PLAIN BARSAUNF 160GM","SD C PLAIN BARSAUNF 160GM","","","SHADANI","SHADANI",136.67,"160GM",outOfStock,0,5,pcs,MA
"SD BOX JELLY SANDWICH","SD BOX JELLY SANDWICH","","","SHADANI","SHADANI",428.57,"PCS",outOfStock,0,5,pcs,MA
"SD JAR HAZMA HAZMA","SD JAR HAZMA HAZMA","","","SHADANI","SHADANI",190.48,"PCS",outOfStock,0,5,pcs,MA
"SD JAR PAAN CANDY","SD JAR PAAN CANDY","","","SHADANI","SHADANI",190.48,"PCS",outOfStock,0,5,pcs,MA
"CASHEW KERNELS (BUKET)","CASHEW KERNELS (BUKET)","","","OTHER","OTHER",8000,"BOX",outOfStock,0,5,pcs,MA
"BY MASALA OATS 500GM","BY MASALA OATS 500GM","","","OTHER","OTHER",197.93,"PCS",outOfStock,0,5,pcs,MA
"SD 5IN1 SAUNF","SD 5IN1 SAUNF","","","SHADANI","SHADANI",190,"PCS",outOfStock,0,5,pcs,MA
"SD C JELLY JELLY 230GM","SD C JELLY JELLY 230GM","","","SHADANI","SHADANI",110,"230GM",outOfStock,0,5,pcs,MA
"SD C JELLY BELLY 230GM","SD C JELLY BELLY 230GM","","","SHADANI","SHADANI",92,"230GM",outOfStock,0,5,pcs,MA
"SD C ROASTED SPL SAUNF","SD C ROASTED SPL SAUNF","","","SHADANI","SHADANI",135,"200GM",outOfStock,0,5,pcs,MA
"SD C SOUTH MIX SAUNF","SD C SOUTH MIX SAUNF","","","SHADANI","SHADANI",92,"200GM",outOfStock,0,5,pcs,MA
"SD SU BANARASI PAAN 80GM","SD SU BANARASI PAAN 80GM","","","SHADANI","SHADANI",70,"80GM",outOfStock,0,5,pcs,MA
"SD SU GULAB SUPARI 100GM","SD SU GULAB SUPARI 100GM","","","SHADANI","SHADANI",143.33,"100GM",outOfStock,0,5,pcs,MA
"SD SU JASMINE SUPARI 100G","SD SU JASMINE SUPARI 100G","","","SHADANI","SHADANI",150,"100GM",outOfStock,0,5,pcs,MA
"SD SU JHILMIL SUPARI 80G","SD SU JHILMIL SUPARI 80G","","","SHADANI","SHADANI",136.67,"100GM",outOfStock,0,5,pcs,MA
"SD SU NAVRATAN SUPARI 70G","SD SU NAVRATAN SUPARI 70G","","","SHADANI","SHADANI",70,"100GM",outOfStock,0,5,pcs,MA
"SD EXPIRY POUCH\","SD EXPIRY POUCH\","","","SHADANI","SHADANI",36.67,"PCS",outOfStock,0,5,pcs,MA
"SACHET UV 8ML","SACHET UV 8ML","","","NIVEA","NIVEA",0.1,"8 ML",outOfStock,0,18,pcs,MA
"STAND","STAND","","","OTHER","OTHER",0.85,"PCS",outOfStock,0,18,pcs,MA
"OI LIPID CARE 60CAP","OI LIPID CARE 60CAP","","","ORGANIC INDIA","ORGANIC INDIA",203.43,"PCS",outOfStock,0,5,pcs,MA
"OI TETLEY LEMON-HO 25S","OI TETLEY LEMON-HO 25S","","","ORGANIC INDIA","ORGANIC INDIA",157.35,"PCS",outOfStock,0,5,pcs,MA
"OI TETLEY SLIM CARE 10S","OI TETLEY SLIM CARE 10S","","","ORGANIC INDIA","ORGANIC INDIA",66.25,"PCS",outOfStock,0,5,pcs,MA
"OI SOU CHEESE WAFER BOX","OI SOU CHEESE WAFER BOX","","","ORGANIC INDIA","ORGANIC INDIA",127.55,"PCS",outOfStock,0,5,pcs,MA
"OI SOU CHOCO WAFER BOX","OI SOU CHOCO WAFER BOX","","","ORGANIC INDIA","ORGANIC INDIA",127.55,"PCS",outOfStock,0,5,pcs,MA
"OI TETLEY GIN-MIN-LEM 25S","OI TETLEY GIN-MIN-LEM 25S","","","ORGANIC INDIA","ORGANIC INDIA",149.07,"PCS",outOfStock,0,5,pcs,MA
"OI TETLEY GIN-MIN-LEM 10S","OI TETLEY GIN-MIN-LEM 10S","","","ORGANIC INDIA","ORGANIC INDIA",57.97,"PCS",outOfStock,0,5,pcs,MA
"OI TETLEY REGULAR 25S","OI TETLEY REGULAR 25S","","","ORGANIC INDIA","ORGANIC INDIA",157.86,"PCS",outOfStock,0,5,pcs,MA
"OI TETLEY REGULAR 10S","OI TETLEY REGULAR 10S","","","ORGANIC INDIA","ORGANIC INDIA",57.97,"PCS",outOfStock,0,5,pcs,MA
"SD P HAZMA HAZAM 100G","SD P HAZMA HAZAM 100G","","","SHADANI","SHADANI",38,"100GM",outOfStock,0,5,pcs,MA
"SD P ROASTED MIX SAUNF 10","SD P ROASTED MIX SAUNF 10","","","SHADANI","SHADANI",41.33,"100GM",outOfStock,0,5,pcs,MA
"SD P SUGAR COATED SAUNF 1","SD P SUGAR COATED SAUNF 1","","","SHADANI","SHADANI",37.5,"100GM",outOfStock,0,5,pcs,MA
"OI HONEY-ASHWAGANDHA","OI HONEY-ASHWAGANDHA","","","ORGANIC INDIA","ORGANIC INDIA",133.33,"PCS",outOfStock,0,5,pcs,MA
"SD C HING GOLI 200GM","SD C HING GOLI 200GM","","","SHADANI","SHADANI",92,"200GM",outOfStock,0,5,pcs,MA
"SD P COCONUT PEDA 100G","SD P COCONUT PEDA 100G","","","SHADANI","SHADANI",45.33,"PCS",outOfStock,0,5,pcs,MA
"MO MUSTARD OIL","MO MUSTARD OIL","","","ORGANIC INDIA","ORGANIC INDIA",257.14,"PCS",outOfStock,0,5,pcs,MA
"MO SUNFLOWER OIL","MO SUNFLOWER OIL","","","ORGANIC INDIA","ORGANIC INDIA",321.43,"PCS",outOfStock,0,5,pcs,MA
"SD C BLACK CURRANT CANDY","SD C BLACK CURRANT CANDY","","","SHADANI","SHADANI",90,"230GM",outOfStock,0,5,pcs,MA
"SD P BLACK CURR CANDY 100","SD P BLACK CURR CANDY 100","","","SHADANI","SHADANI",30,"100GM",outOfStock,0,5,pcs,MA
"SD MANGO BITE BOX 200G","SD MANGO BITE BOX 200G","","","SHADANI","SHADANI",116.67,"200GM",outOfStock,0,5,pcs,MA
"SD IMLI BITE BOX 200G","SD IMLI BITE BOX 200G","","","SHADANI","SHADANI",116.67,"200GM",outOfStock,0,5,pcs,MA
"SOFT UV 200 ML","SOFT UV 200 ML","","","NIVEA","NIVEA",449.25,"200 ML",outOfStock,0,18,pcs,MA
"DU AAA 10PCS","DU AAA 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",195.6,"PCS",outOfStock,0,18,pcs,MA
"SD JELLY ROSE POP","SD JELLY ROSE POP","","","SHADANI","SHADANI",428.57,"PCS",outOfStock,0,5,pcs,MA
"DU AA  10PCS","DU AA  10PCS","","","ORGANIC INDIA","ORGANIC INDIA",195.6,"PCS",outOfStock,0,18,pcs,MA
"DIAPER RELIANCE","DIAPER RELIANCE","","","OTHER","OTHER",22.86,"PCS",outOfStock,0,5,pcs,MA
"OI T LEMON GINGER TIN","OI T LEMON GINGER TIN","","","ORGANIC INDIA","ORGANIC INDIA",242.86,"PCS",outOfStock,0,5,pcs,MA
"SD C FLUFFY MARSHMELLOW","SD C FLUFFY MARSHMELLOW","","","SHADANI","SHADANI",86.67,"70G",outOfStock,0,5,pcs,MA
"SD C KACHA AAM CANDY","SD C KACHA AAM CANDY","","","SHADANI","SHADANI",85.33,"PCS",outOfStock,0,5,pcs,MA
"SD P MADRASI SAUNF 100GM","SD P MADRASI SAUNF 100GM","","","SHADANI","SHADANI",39.33,"100GM",outOfStock,0,5,pcs,MA
"SD P FRUIT BALL 100GM","SD P FRUIT BALL 100GM","","","SHADANI","SHADANI",34.67,"100GM",outOfStock,0,5,pcs,MA
"SD P CHENNAI SAUNF 100G","SD P CHENNAI SAUNF 100G","","","SHADANI","SHADANI",39.33,"100",outOfStock,0,5,pcs,MA
"MO RICE FLOUR 500GM","MO RICE FLOUR 500GM","","","ORGANIC INDIA","ORGANIC INDIA",49.52,"500G",outOfStock,0,5,pcs,MA
"MO RAGI FLOUR 500GM","MO RAGI FLOUR 500GM","","","ORGANIC INDIA","ORGANIC INDIA",60.95,"500G",outOfStock,0,5,pcs,MA
"MO JOWAR FLOUR 500GM","MO JOWAR FLOUR 500GM","","","ORGANIC INDIA","ORGANIC INDIA",64.76,"500G",outOfStock,0,5,pcs,MA
"MO PEANUT 500G","MO PEANUT 500G","","","ORGANIC INDIA","ORGANIC INDIA",125.71,"500G",outOfStock,0,5,pcs,MA
"MO PUFFED RICE 200G","MO PUFFED RICE 200G","","","ORGANIC INDIA","ORGANIC INDIA",38.1,"200G",outOfStock,0,5,pcs,MA
"MO WHOLE WHEAT AATA 5KG","MO WHOLE WHEAT AATA 5KG","","","ORGANIC INDIA","ORGANIC INDIA",300.95,"5KG",outOfStock,0,5,pcs,MA
"OI SHILAJIT RESIN 20GM","OI SHILAJIT RESIN 20GM","","","ORGANIC INDIA","ORGANIC INDIA",1065.9,"PCS",outOfStock,0,5,pcs,MA
"RO DC DEFEND 50ML","RO DC DEFEND 50ML","","91768","NIVEA","NIVEA",186.75,"PCS",outOfStock,0,18,pcs,MA
"RO DC EVEN TONE 50ML","RO DC EVEN TONE 50ML","","91780","NIVEA","NIVEA",186.75,"PCS",outOfStock,0,18,pcs,MA
"SACHET SOFT 8ML","SACHET SOFT 8ML","","80180","NIVEA","NIVEA",180,"8 ML",outOfStock,0,18,pcs,MA
"OI BILONA GHEE 500ML","OI BILONA GHEE 500ML","","","ORGANIC INDIA","ORGANIC INDIA",828.19,"PCS",outOfStock,0,5,pcs,MA
"OI SAT ISABGOL 100G ORANG","OI SAT ISABGOL 100G ORANG","","","ORGANIC INDIA","ORGANIC INDIA",304.76,"PCS",outOfStock,0,5,pcs,MA
"25ML RO DC DEFEND","25ML RO DC DEFEND","","91770","NIVEA","NIVEA",93.75,"25 ML",outOfStock,0,18,pcs,MA
"DEO DC DEFEND","DEO DC DEFEND","","91765","NIVEA","NIVEA",265.79,"150ML",outOfStock,0,18,pcs,MA
"DEO DC EVEN TONE","DEO DC EVEN TONE","","91776","NIVEA","NIVEA",265.79,"150ML",outOfStock,0,18,pcs,MA
"SD C TURMERIC SAUNF 200G","SD C TURMERIC SAUNF 200G","","","SHADANI","SHADANI",96.67,"200GM",outOfStock,0,5,pcs,MA
"MO BAJRA FLOUR 500G","MO BAJRA FLOUR 500G","","","ORGANIC INDIA","ORGANIC INDIA",49.52,"500G",outOfStock,0,5,pcs,MA
"MO BROWN SUGAR 500GM","MO BROWN SUGAR 500GM","","","ORGANIC INDIA","ORGANIC INDIA",68.57,"500GM",outOfStock,0,5,pcs,MA
"SD P FLUFFY MARSHMELLOW","SD P FLUFFY MARSHMELLOW","","","SHADANI","SHADANI",33.33,"PCS",outOfStock,0,5,pcs,MA
"SD P HARDE SPECIAL","SD P HARDE SPECIAL","","","SHADANI","SHADANI",39.33,"100GM",outOfStock,0,5,pcs,MA
"OI SAT ISABGOL 100G-CINNA","OI SAT ISABGOL 100G-CINNA","","","ORGANIC INDIA","ORGANIC INDIA",304.76,"PCS",outOfStock,0,5,pcs,MA
"CETAPHIL MOIS LOTION 100M","CETAPHIL MOIS LOTION 100M","","","OTHER","OTHER",525.42,"PCS",outOfStock,0,18,pcs,MA
"SOFT UV  25 ML","SOFT UV  25 ML","","93936","NIVEA","NIVEA",48.75,"25 ML",outOfStock,0,18,pcs,MA
"SG MEN ACTIVE CLEAN","SG MEN ACTIVE CLEAN","","84045","NIVEA","NIVEA",211.86,"250 ML",outOfStock,0,18,pcs,MA
"SG MEN COOL KICK","SG MEN COOL KICK","","80702","NIVEA","NIVEA",191.83,"250 ML",outOfStock,0,18,pcs,MA
"SG MEN DEEP IMPACT","SG MEN DEEP IMPACT","","84086","NIVEA","NIVEA",225.73,"250 ML",outOfStock,0,18,pcs,MA
"SG MEN ENERGY","SG MEN ENERGY","","80803","NIVEA","NIVEA",191.83,"250 ML",outOfStock,0,18,pcs,MA
"SG MEN PURE IMPACT","SG MEN PURE IMPACT","","80892","NIVEA","NIVEA",225.73,"250 ML",outOfStock,0,18,pcs,MA
"SG MEN VITALITY FRESH","SG MEN VITALITY FRESH","","80800","NIVEA","NIVEA",192.6,"250 ML",outOfStock,0,18,pcs,MA
"CT LOTION 118ML","CT LOTION 118ML","","","OTHER","OTHER",789,"PCS",outOfStock,0,18,pcs,MA
"1MG HOT WATER BAG","1MG HOT WATER BAG","","","ORGANIC INDIA","ORGANIC INDIA",305.08,"PCS",outOfStock,0,18,pcs,MA
"1MG TRIPLE STRENGHT OMEGA","1MG TRIPLE STRENGHT OMEGA","","","ORGANIC INDIA","ORGANIC INDIA",763.77,"PCS",outOfStock,0,5,pcs,MA
"1MG CALCIUM+VITD3","1MG CALCIUM+VITD3","","","ORGANIC INDIA","ORGANIC INDIA",324.1,"PCS",outOfStock,0,5,pcs,MA
"1MG MAGNESIUYM GLYCINATE","1MG MAGNESIUYM GLYCINATE","","","ORGANIC INDIA","ORGANIC INDIA",413.12,"PCS",outOfStock,0,5,pcs,MA
"1MG WOMEN MULTIVITAMIN","1MG WOMEN MULTIVITAMIN","","","ORGANIC INDIA","ORGANIC INDIA",413.12,"PCS",outOfStock,0,5,pcs,MA
"1MG AMLA JUICE","1MG AMLA JUICE","","","ORGANIC INDIA","ORGANIC INDIA",178.83,"PCS",outOfStock,0,5,pcs,MA
"1MG KARELA JAMUN JUICE","1MG KARELA JAMUN JUICE","","","ORGANIC INDIA","ORGANIC INDIA",178.83,"PCS",outOfStock,0,5,pcs,MA
"1MG BABY DIAPER XL 28PCS","1MG BABY DIAPER XL 28PCS","","","ORGANIC INDIA","ORGANIC INDIA",595,"PCS",outOfStock,0,5,pcs,MA
"1MG BABY DIAPER M 36PCS","1MG BABY DIAPER M 36PCS","","","ORGANIC INDIA","ORGANIC INDIA",491.38,"PCS",outOfStock,0,5,pcs,MA
"1MG BABY DIAPER L 32PCS","1MG BABY DIAPER L 32PCS","","","ORGANIC INDIA","ORGANIC INDIA",534.28,"PCS",outOfStock,0,5,pcs,MA
"1MG ADULT DIAPER XL 10PCS","1MG ADULT DIAPER XL 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",443.61,"PCS",outOfStock,0,5,pcs,MA
"1MG BABY DIAPER S 38PCS","1MG BABY DIAPER S 38PCS","","","ORGANIC INDIA","ORGANIC INDIA",403.14,"PCS",outOfStock,0,5,pcs,MA
"1MG BABY DIAPER NB 30PCS","1MG BABY DIAPER NB 30PCS","","","ORGANIC INDIA","ORGANIC INDIA",250.14,"PCS",outOfStock,0,5,pcs,MA
"1MG ADULT PANT XL 10PCS","1MG ADULT PANT XL 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",488.95,"PCS",outOfStock,0,5,pcs,MA
"1MG ADULT DIAPER L 10PCS","1MG ADULT DIAPER L 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",425,"PCS",outOfStock,0,5,pcs,MA
"1MG ADULT DIAPER M 10PCS","1MG ADULT DIAPER M 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",375.61,"PCS",outOfStock,0,5,pcs,MA
"1MG ADULT PANT L 10PCS","1MG ADULT PANT L 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",450.9,"PCS",outOfStock,0,5,pcs,MA
"1MG ADULT PANT M 10PCS","1MG ADULT PANT M 10PCS","","","ORGANIC INDIA","ORGANIC INDIA",412.85,"PCS",outOfStock,0,5,pcs,MA
"1MG ALOEVERA JUICE","1MG ALOEVERA JUICE","","","ORGANIC INDIA","ORGANIC INDIA",142.13,"PCS",outOfStock,0,5,pcs,MA
"1MG MULTIVITAMIN GUMMIES","1MG MULTIVITAMIN GUMMIES","","","ORGANIC INDIA","ORGANIC INDIA",308.47,"PCS",outOfStock,0,5,pcs,MA
"1MG SR.50+ MULTIVIT TAB","1MG SR.50+ MULTIVIT TAB","","","ORGANIC INDIA","ORGANIC INDIA",238.97,"PCS",outOfStock,0,5,pcs,MA
"1MG NONI JUICE PLUS","1MG NONI JUICE PLUS","","","ORGANIC INDIA","ORGANIC INDIA",252.24,"PCS",outOfStock,0,5,pcs,MA
"1MG WEIGHT MGMT FRUIT","1MG WEIGHT MGMT FRUIT","","","ORGANIC INDIA","ORGANIC INDIA",198.09,"PCS",outOfStock,0,18,pcs,MA
"1MG GILOY TULSI JUICE","1MG GILOY TULSI JUICE","","","ORGANIC INDIA","ORGANIC INDIA",128.07,"PCS",outOfStock,0,5,pcs,MA
"1MG JAMUN CIDER VINEGAR","1MG JAMUN CIDER VINEGAR","","","ORGANIC INDIA","ORGANIC INDIA",342.16,"PCS",outOfStock,0,18,pcs,MA
"1MG COD LIVER OIL","1MG COD LIVER OIL","","","ORGANIC INDIA","ORGANIC INDIA",246,"PCS",outOfStock,0,5,pcs,MA
"1MG SALMON OMG3 OIL","1MG SALMON OMG3 OIL","","","ORGANIC INDIA","ORGANIC INDIA",413.12,"PCS",outOfStock,0,5,pcs,MA
"1MG BIOTIN GUMMIES","1MG BIOTIN GUMMIES","","16472","ORGANIC INDIA","ORGANIC INDIA",343.62,"PCS",outOfStock,0,5,pcs,MA
"1MG PROBIOTICS CAPS","1MG PROBIOTICS CAPS","","16473","ORGANIC INDIA","ORGANIC INDIA",225.72,"PCS",outOfStock,0,5,pcs,MA
"1MG HAIR SKIN SUPREME CAP","1MG HAIR SKIN SUPREME CAP","","16474","ORGANIC INDIA","ORGANIC INDIA",413.14,"PCS",outOfStock,0,5,pcs,MA
"OI REVITALISE SLEEP 25S","OI REVITALISE SLEEP 25S","","","ORGANIC INDIA","ORGANIC INDIA",242.05,"PCS",outOfStock,0,5,pcs,MA
"OI REVITALISE THROAT 25S","OI REVITALISE THROAT 25S","","","ORGANIC INDIA","ORGANIC INDIA",242.05,"PCS",outOfStock,0,5,pcs,MA
"SUPER 10 GLOW 170ML","SUPER 10 GLOW 170ML","","93830","NIVEA","NIVEA",262.5,"170 ML",outOfStock,0,18,pcs,MA
"SUPER 10 YOUTH 170ML","SUPER 10 YOUTH 170ML","","93825","NIVEA","NIVEA",262.5,"170 ML",outOfStock,0,18,pcs,MA
"OI EXPIRY","OI EXPIRY","","","ORGANIC INDIA","ORGANIC INDIA",125,"PCS",outOfStock,0,5,pcs,MA
"OI GARCINIA CAMBOGIA 60PC","OI GARCINIA CAMBOGIA 60PC","","","ORGANIC INDIA","ORGANIC INDIA",211.05,"PCS",outOfStock,0,5,pcs,MA
"SOOTHING EYE MASK GEL","SOOTHING EYE MASK GEL","","","ORGANIC INDIA","ORGANIC INDIA",117.59,"PCS",outOfStock,0,18,pcs,MA
"SUPER 10 GLOW  70ML","SUPER 10 GLOW  70ML","","93765","NIVEA","NIVEA",111.75,"70 ML",outOfStock,0,18,pcs,MA